"Story","Title","Result","Date","Stability","Duration (s)"
"Conversor de Tasas de interes","Validar que el cliente pueda realizar la Convercion de tasa nominal a efectiva","FAILURE","2021-07-16T18:34:44.2921634-05:00[America/Bogota]","0.0","24.65"
